カテゴリー,問題番号,問題,選択肢,正解,解説
通関実務,58-3-1,輸入者が、継続した輸入取引に係る輸入貨物の課税価格についての評価（包括）申告書をあらかじめ税関長に提出した場合には、その提出した日から起算して3年以内に限り、当該評価（包括）申告書に記載した事項は、当該輸入貨物に係る個々の輸入申告書に記載することを省略することができる。,○×,×,包括評価申告を行う場合、包括申告書が提出された日から起算して2年間に限り、個々の輸入申告書には、既に包括申告書を提出している旨を付記して、評価申告に係る事項の記載を省略できる(関令4条3項)。つまり、3年以内ではなく2年以内が正しい。
通関実務,58-3-2,期限後特例申告書に記載された納付すべき税額に相当する関税の納税義務者は、その関税を当該期限後特例申告書を提出した日までに納付しなければならない。,○×,○,期限後特例申告書に記載された納付すべき税額の納期限は、期限後特例申告書を提出した日である(関9条2項2号)。
通関実務,58-3-3,輸入貨物について輸入の許可後に行う事後審査は、納税に関する事項について行うこととされている。,○×,○,審査は通常、輸入許可前に行うが、輸入の場合は輸入許可後に納税に関する事項について審査されることもある（事後審査　「輸入通関事務処理体制について」第1-Ⅲ-3）。試験での出題は珍しい規定である。
通関実務,58-3-4,税関長は、総合保税地域に外国貨物を置くことが承認された日から2年を超えて当該総合保税地域にある当該外国貨物を収容したときは、当該総合保税地域の許可を受けた法人又は当該外国貨物を管理していた者から、当該外国貨物に係る関税を直ちに徴収する。,○×,×,外国貨物で、保税地域等における蔵置期間を経過したものは収容することができるが(関80条1項1号から3号の3、5号)、総合保税地域における長期の蔵置期間は、総保入承認された日から2年である(関62条の9)。収容された貨物が最初に収容された日から4月を経過しても収容されているとき、税関長は、貨物を公売に付するか随意契約により売却することができ(関84条1項、3項)、その代金から関税を徴収する。したがって、総合保税地域の許可を受けた法人や管理していた者から徴収するのではない。
通関実務,58-3-5,納税申告により納付すべき税額が確定した関税に係る過納金で、その納付すべき税額を減少させる更正（関税法第7条の15第1項の規定による更正の請求に基づく更正を除く。）により生じたものを還付する場合には、当該過納金に係る関税の納付があった日の翌日から起算して1月を経過する日の翌日から還付のため支払決定をする日までの期間の日数に応じた還付加算金をその還付すべき金額に加算する。,○×,×,この場合の還付加算金の起算日は、「過納金に係る関税の納付があった日の翌日から起算して1月を経過する日の翌日」ではなく、「過納金に係る関税の納付があった日」である(関13条2項1号)。試験での出題は珍しい規定である。
通関実務,58-4-1,関税定率法第4条第1項に規定する輸入取引により輸入される貨物についての「貨物を輸入しようとする者」とは、その仕入書に記載されている荷受人をいい、貨物が輸入の許可前に保税地域等において転売された場合における転得者を含まないこととされている。,○×,×,貨物を輸入しようとする者（輸入者）とは、輸入取引により輸入される貨物については、原則として荷受人として仕入書に記載されている者をいい、貨物が輸入の許可前に保税地域等において転売されたような場合には、その転得者を指す(関通6-1(1)、67-3-3の2(1))。
通関実務,58-4-2,関税割当証明書に係る物品につき関税暫定措置法別表第1に掲げる税率（暫定税率）のうち一定の数量を限度として定められている税率の適用を受けて当該物品を輸入しようとするときは、当該関税割当証明書の交付を受けた者の名をもって輸入申告しなければならない。,○×,○,関税割当てを受けた物品を輸入しようとするときは、その関税割当証明書の交付を受けた者の名をもって輸入申告しなければならない(関税割当制度に関する政令3条2項)。
通関実務,58-4-3,関税定率法第4条第1項に規定する輸入取引により輸入される貨物以外の輸入貨物については、輸入申告の時点において国内引取り後の輸入貨物の処分の権限を有する者は、「貨物を輸入しようとする者」に該当することとされている。,○×,○,輸入取引により輸入される貨物以外については、輸入申告の時点において、国内引取り後の輸入貨物の処分の権限を有する者か、輸入の目的たる行為を行う者が輸入者となる(関通67-3-3の2(2))。
通関実務,58-4-4,関税定率法第4条第1項に規定する輸入取引により輸入される貨物以外の輸入貨物であって、委託販売のために輸入される貨物については、当該貨物の販売の委託を受けて自己（受託者）の名義をもって販売する者は、「貨物を輸入しようとする者」に該当することとされている。,○×,○,輸入取引により輸入される貨物以外については、輸入申告の時点において、国内引取り後の輸入貨物の処分の権限を有する者か、輸入の目的たる行為を行う者が輸入者となる(関通67-3-3の2(2))。輸入の目的たる行為を行う者の例として、委託販売のために輸入される貨物については、貨物の販売の委託を受けて自己（受託者）の名義をもって販売する者が挙げられている。
通関実務,58-4-5,通関業者が、輸入者の代理人として輸入（納税）申告を行うときは、輸入（納税）申告書の輸入者欄に自己の住所、氏名及び電話番号を記載することとされている。,○×,×,通関業者が、輸入者の代理人として納税申告を行うときは、輸入(納税)申告書又は特例申告書の「輸入者」欄に輸入者の住所、氏名及び電話番号を記載し、かつ、「代理人」欄に自己の住所、氏名及び電話番号を記載する(関通7-2(1))。通関業者は輸入者の代理で手続を行うだけであり、輸入者本人ではないからである。
通関実務,58-5-1,関税率表適用上の所属区分、関税率、統計品目番号、内国消費税及び地方消費税の適用区分及び税率並びに他法令の適用の有無についての事前照会に対して税関から文書による回答を受けた場合、その回答におけるすべての項目は当該事前照会に係る貨物の輸入申告の際に尊重されることとされている。,○×,×,事前照会に対して税関から文書による回答を受けた場合、内国消費税又は地方消費税の適用区分及び税率、他法令の適用の有無を内容とする回答は輸入申告の際に尊重されない(関通7-17(1))。
通関実務,58-5-2,関税率表の適用上の所属区分に係る照会に関して、税関は、文書による事前照会を受理した後、当該事前照会が文書による回答の対象とならないことが判明したときは、その理由を記載した書面を作成し、当該事前照会の照会者に速やかに送付することとされている。,○×,○,照会に対して税関は、回答書という文書により回答（教示）するが、文書回答の対象とならないことが判明したものについては、その理由を記載した書面を作成し、速やかに照会者に対して送付する(関通7-18(5)イ)。
通関実務,58-5-3,関税率表の適用上の所属区分に係る照会に関して、法令の改正により、改正前に文書により行われた事前照会に対する回答が当該改正の影響を受ける場合であって、当該回答の変更により照会者が不利となるときは、当該照会者が所定の手続を行うことにより、当該改正が行われた日から3月を経過する日を限度として、当該回答につき改正前と同様の扱いを受けることができることとされている。,○×,×,法令の改正ではなく解釈の変更を理由として回答を変更する場合で、照会者が不利となるときは、一定の要件を満たせば、変更を行なった日から3月を経過する日までは、回答について変更前と同様の扱いを受けることができる(変更前扱い 関通7-18-1(7)イ(ロ)ⅰ)。本問は、法令の改正により照会者が不利となるときに改正前と同様の扱いを受けるとされている点や、改正が行われた日から3月を経過する日までは改正前と同様の扱いを受けるとされている点が誤りであり、そのような制度は存在しない。
通関実務,58-5-4,関税率表の適用上の所属区分に係る照会に関して、事前照会に対して文書により行われた回答の内容は、原則として公開されるが、その照会対象となった貨物が新規の輸入品であり、市場に流通する前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがあるとして、照会者から公開しないことを求める申出があったものについては、期間を限らず公開しないこととされている。,○×,×,事前照会に対して文書により行われた回答の内容は、原則として公開されるが、その照会対象となった貨物が新規の輸入品であり、市場に流通する前に他者に知られることにより照会者又はその関係者が不利益を受けるおそれがあるとして、照会者から公開しないことを求める申出があったものについては、照会者から一定期間内（180日を超えない期間内）は公開しないことを求める申出があれば、その申出に係る期間後に公開する(関通7-18(6))。期間を限らず公開しないこととされているという部分が誤りとなる。
通関実務,58-5-5,関税率表の適用上の所属区分に係る照会に関して、事前照会に対して文書により行われた回答のうち関税率表適用上の所属区分について、照会者が税関に対し再検討を希望する場合には、当該照会者が回答の交付又は送達を受けた日の翌日から起算して2月以内であれば、意見の申出を行うことができることとされている。,○×,○,税関の回答について、照会者は、再検討を希望するものとして税関に意見を申し出ることができる。このとき照会者は、回答の交付又は送達を受けた日の翌日から起算して2月以内に、回答を行った税関へ書面を提出することで意見を申し出る(関通7-18(8)イ)。
通関実務,58-6-1,"次に掲げる物品のうち、関税率表第30類（医療用品）に属するものの組み合わせとして正しいものはどれか。

1松葉づえ
2身体用の防臭剤
3歯科用充塡材料
4注射器
5ワクチン","1.（1,3）
2.（1,5）
3.（2,3,4）
4.（2,3,5）
5.（3,5）",5,松葉づえは90.21項、身体用の防臭剤は33.07項、歯科用充塡材料は30.06項、注射器は90.18項、ワクチンは30.02項にそれぞれ属する。
通関実務,58-7-1,税関長は、関税暫定措置法第8条の4の規定に基づき、輸入申告がされた貨物について特恵受益国等原産品であるかどうかの確認を行う方法として、特恵受益国等の権限ある当局に対し、当該貨物について質問することができる。,○×,○,税関長は、輸入申告がされた貨物について、特恵税率の適用を受けようとする貨物が特恵受益国等の原産品であるかどうかの確認をするために必要があるときは、権限ある当局（原産地証明書の発給権限がある機関のこと。）、輸出者又は生産者に対し、貨物について質問し、又は貨物が原産品であることを明らかにする資料の提供を求めることができる(暫8条の4第1項)。
