カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
通関業法（関税の確定）,52-3-1,A,税関長は、納税申告に係る貨物の輸入の許可前にする更正（納税申告に係る貨物の関税の納付前にするもので税額等を減額するものに限る。）については、更正通知書の送達に代えて、当該納税申告をした者に当該納税申告に係る書面に記載した課税標準又は納付すべき税額を是正させることによってすることができる。,○×,○,"申告に係る税額等の更正は、更正通知書を送達して行うのが原則である。例外的に、貨物の輸入許可前かつ関税の納付前かつ減額更正であれば、更正通知書の送達に代えて、納税申告をした者に納税申告に係る書面に記載した納付すべき税額を是正させ、又は税関長がこれを是正してその旨を納税申告をした者に通知することによって行うことができる(関7条の16第4項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（3）税関長が行う手続-①更正]"
通関業法（関税の確定）,52-3-2,A,申告納税方式が適用される貨物を輸入する場合であっても、当該貨物に係る関税が無税のときは、当該貨物に係る関税の納付に関する申告は要しない。,○×,×,"納付すべき税額又は納付すべき税額がないことが納税義務者の申告により確定するのが申告納税方式における納税申告であるから、納付すべき税額がない場合（無税）でも申告を要する(関6条の2第1項1号、7条1項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-1.申告納税方式-（1）申告納税方式の内容、（2）輸入者が行う手続-①納税申告（当初申告）]"
通関業法（関税の確定）,52-3-3,A,税関長は、輸入の許可前における貨物の引取りの承認を受けて引き取られた貨物に係る課税標準又は納付すべき税額につきその納税申告に誤りがないと認めた場合には、当該申告に係る税額及びその税額を納付すべき旨(関税の納付を要しないときは、その旨)のほか、当該貨物に係る輸入申告書の番号及び品名その他参考となるべき事項を、書面により、当該引取りの承認を受けた者に通知する。,○×,○,"輸入許可前引取承認を受けて引き取られる貨物の関税の確定は、課税標準及び税額につきその納税申告に誤りがないと認めた場合には、申告に係る税額及びその税額を納付すべき旨（関税の納付を要しないときは、その旨）と、通知に係る貨物の輸入申告書の番号及び品名その他参考となるべき事項を、書面により、承認を受けた者に通知する(関7条の17)。したがって、本問は正しい。なお、この通知は、納付すべき税額がある場合は納付通知書により行うが(関通7の17-1(1))、当初申告どおり免税となる場合又は納付すべき税額がない場合には輸入許可書により行う(関通7の17-1(3))。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（4）輸入許可前引取承認を受ける貨物にかかる税額等の通知]"
通関業法（関税の確定）,52-3-4,A,税関長は、過少申告加算税を徴収しようとするときは、納付すべき税額、納期限及び納付場所を記載した納税告知書を送達することにより、納税の告知をしなければならない。,○×,×,"税関長は、賦課課税方式による関税を徴収しようとするときは、原則として納税の告知をする必要があり、この納税の告知は納税告知書を送達することにより行われる。しかし、加算税を徴収しようとするときは、納税の告知は不要である(関9条の3第1項3号)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効））-2.賦課課税方式-（2）賦課課税方式の適用範囲、（3）賦課決定と納税告知]"
通関業法（関税の納付）,52-3-5,A,関税を納付しようとする者は、その納付すべき税額が2,000万円未満の場合であって、当該関税を納付しようとする者のクレジットカードによって決済することができる金額以下であるときは、当該クレジットカードの決済に係る業務を行う会社で納付受託者である者に対し、その納付を委託することができる。,○×,×,"納付受託者への納付委託によりクレジットカードで関税を納付することは、納付すべき税額が1,000万円未満で、クレジットカードの決済可能金額以下であり、インターネット等による納付受託者に対する一定の事項の通知に基づく場合に行うことができる(関9条の5第1項)。そうすると、2,000万円未満としている点と、納付受託者に対する一定事項の通知に基づくという要件が無い点が誤りとなる。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-1.関税の納付-（3）納付受託者への納付委託]"
通関業法（事前教示（事前照会））,52-5-1,A,架空の貨物については、事前照会の対象とされていない。,○×,○,"架空の貨物に係る照会は、事前照会の手続の対象とされていない(関通7-18-1(2)イ)。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（2）対象となる照会の範囲]"
通関業法（事前教示（事前照会））,52-5-2,A,関税法第7条第3項の規定に基づく関税率表の適用上の所属の教示に係る照会において、輸出予定の貨物については、事前照会の対象とされていない。,○×,○,"事前教示の趣旨に反するものは照会の対象とならない(関7条3項、関通7-18-1(2)ハ(ロ))。輸入申告前に分類するのに適切な品目を教えてもらって正しい納税申告をするというのがここにいう趣旨なので、輸入予定はなく輸出予定しかない貨物については、事前照会の対象とされていない。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（2）対象となる照会の範囲]"
通関業法（事前教示（事前照会））,52-5-3,A,輸入申告中の貨物については、事前照会の対象とされている。,○×,×,"事前教示の趣旨に反するものは照会の対象とならないが、その例として輸入申告中の貨物についての照会が挙げられる(関7条3項、関通7-18-1(2)ハ(ロ))。輸入申告前に分類するのに適切な品目を教えてもらって正しい納税申告をするというのがここにいう趣旨なので、輸入申告中の貨物は事前照会の対象とされていない。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（2）対象となる照会の範囲]"
通関業法（事前教示（事前照会））,52-5-4,A,文書により行われた回答について、照会者が、再検討を希望するものとして意見を申し出る場合には、当該照会者は、当該回答の交付又は送達を受けた日の翌日から起算して3月以内に、「事前教示回答書(変更通知書)に関する意見の申出書」を、当該回答を行った税関に提出しなければならない。,○×,×,"「3月」ではなく「2月」である(関通7-18-1(8)イ)。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（7）意見の申出]"
通関業法（事前教示（事前照会））,52-5-5,A,事前照会に係る貨物の内容及び回答の内容については、その内容が行政機関の保有する情報の公開に関する法律に定める不開示情報に該当する場合には、その回答書の交付又は送達のあった日の翌日から起算して180日を経過した日後に公開することとされている。,○×,×,"「行政機関の保有する情報の公開に関する法律」に定める不開示情報に該当すると考えられる部分や守秘義務に抵触すると考えられる部分については、当該部分を伏せて公開するため、回答書の交付又は送達のあった日の翌日から起算して180日を経過した日後でも不開示部分は公開されない(関税法基本通達7-18-1(6))。
[参照　第2編（関税法）-第16章（事前教示（事前照会））-2.文書による照会-（5）公開]"
